id,gender,grade,Teacher,race,hispanic,disability,age_months,iq_1_nonverb,
820,0,1,804,5,1,1,74,126,
821,0,1,804,5,0,1,74,116,
822,1,1,804,3,0,1,83,99,
823,0,1,804,5,0,1,83,109,
824,1,1,804,5,0,1,78,105,
825,0,1,804,5,0,1,74,112,
826,1,1,804,5,0,1,75,120,
827,1,1,804,5,0,1,72,116,
828,0,1,804,5,0,1,78,102,
829,1,1,804,14,0,1,83,125,
830,0,1,804,5,0,1,77,114,
831,1,1,804,5,0,1,74,114,
832,0,1,804,5,1,1,81,126,
833,0,1,804,5,1,1,75,128,
834,1,1,804,5,0,1,77,120,
835,1,1,804,5,0,1,76,125,
836,0,1,804,5,1,1,81,118,
837,1,1,804,5,0,1,81,123,
838,0,1,804,5,1,1,86,107,
839,1,1,804,1,1,1,90,,
886,0,1,1102,5,1,1,74,116,
887,0,1,1102,5,1,1,79,118,
888,1,1,1102,5,1,1,76,101,
889,1,1,1102,5,1,1,80,107,
890,1,1,1102,5,1,1,74,130,
891,0,1,1102,5,1,1,77,109,
892,1,1,1102,5,1,1,73,128,
893,0,1,1102,1,1,1,75,120,
894,0,1,1102,5,0,1,75,112,
895,1,1,1102,5,0,1,73,114,
896,1,1,1102,5,0,1,76,126,
897,0,1,1102,5,0,1,75,107,
898,0,1,1102,5,1,1,77,128,
899,1,1,1102,5,0,1,76,129,
900,0,1,1102,5,1,1,71,126,
901,0,1,1102,5,0,1,72,92,
902,0,1,1102,5,1,1,72,118,
903,0,1,1102,5,0,1,77,120,
904,0,1,1102,5,0,1,79,118,
905,0,1,1102,1,1,1,76,114,
906,1,1,1102,5,0,1,78,132,
907,0,1,1102,5,0,1,75,,
908,1,1,1102,5,0,1,82,125,
909,1,1,1102,5,1,1,93,,
910,1,1,1104,5,1,1,75,126,
911,0,1,1104,5,0,1,75,120,
912,1,1,1104,5,1,1,72,126,
913,0,1,1104,1,1,10,73,107,
914,1,1,1104,5,0,1,73,112,
915,1,1,1104,5,0,1,79,107,
916,1,1,1104,3,0,1,82,102,
917,1,1,1104,5,1,1,80,132,
918,1,1,1104,5,0,5,80,126,
919,0,1,1104,5,0,1,74,116,
920,0,1,1104,5,0,1,78,118,
921,0,1,1104,5,1,1,78,102,
922,0,1,1104,5,1,10,82,102,
923,0,1,1104,5,1,1,74,120,
924,1,1,1104,5,1,1,72,112,
925,0,1,1104,3,0,16,73,116,
926,1,1,1104,5,0,1,84,95,
927,0,1,1104,14,0,1,75,107,
928,0,1,1104,5,1,1,72,118,
929,0,1,1104,5,0,1,83,109,
930,0,1,1104,14,0,1,83,129,
931,1,1,1104,5,0,1,74,128,
932,1,1,1104,5,0,1,80,123,
1009,0,1,201,5,0,1,80,109,
1010,1,1,201,14,0,1,80,123,
1011,0,1,201,3,0,1,80,114,
1012,1,1,201,14,0,1,74,130,
1013,0,1,201,5,0,1,77,114,
1014,1,1,201,3,0,1,78,112,
1015,0,1,201,5,1,1,79,118,
1016,0,1,201,5,0,1,83,123,
1017,1,1,201,14,0,1,77,122,
1018,0,1,201,14,0,1,82,118,
1019,0,1,201,3,0,1,77,92,
1020,1,1,201,5,0,10,87,105,
1021,1,1,201,5,0,1,83,132,
1022,1,1,201,5,0,1,80,122,
1023,1,1,201,2,0,1,76,118,
1024,0,1,201,5,0,1,79,118,
1025,1,1,201,3,0,1,75,133,
1026,0,1,201,5,1,1,85,114,
1027,1,1,201,5,1,1,83,132,
1028,0,1,201,14,0,1,83,109,
1029,0,1,201,5,0,1,82,62,
1030,1,1,201,5,0,1,83,125,
1031,0,1,201,2,0,1,82,133,
1032,1,1,202,5,0,1,81,116,
1033,0,1,202,14,0,1,73,118,
1034,1,1,202,3,0,1,75,118,
1035,0,1,202,5,0,1,75,109,
1036,0,1,202,3,0,1,76,80,
1037,1,1,202,5,0,1,73,118,
1038,0,1,202,5,0,1,79,116,
1039,0,1,202,5,1,10,91,121,
1040,0,1,202,5,0,16,86,97,
1041,1,1,202,5,0,1,75,120,
1042,1,1,202,5,0,1,79,123,
1043,1,1,202,5,0,1,75,107,
1044,1,1,202,5,0,1,72,130,
1045,0,1,202,5,0,1,78,116,
1046,0,1,202,3,0,11,77,107,
1047,0,1,202,5,0,16,74,118,
1048,0,1,202,5,0,1,78,129,
1049,1,1,202,5,0,1,82,118,
1050,0,1,202,5,0,1,77,128,
1051,1,1,202,5,0,1,81,112,
1052,1,1,202,5,0,1,74,130,
1053,0,1,202,3,0,1,80,,
1054,1,1,203,3,0,1,73,107,
1055,1,1,203,3,0,1,81,105,
1056,1,1,203,14,0,1,76,120,
1057,0,1,203,5,0,1,84,133,
1058,0,1,203,5,1,5,72,116,
1059,0,1,203,14,0,16,83,126,
1060,0,1,203,3,0,1,75,104,
1061,1,1,203,5,0,1,81,102,
1062,0,1,203,1,1,1,80,114,
1063,0,1,203,3,0,1,79,109,
1064,1,1,203,5,1,1,83,138,
1065,1,1,203,3,0,1,76,118,
1066,0,1,203,3,0,1,80,118,
1067,1,1,203,5,0,1,82,135,
1068,0,1,203,5,0,1,73,122,
1069,1,1,203,3,0,1,79,125,
1070,1,1,203,5,0,1,73,107,
1071,1,1,203,5,1,1,73,126,
1072,0,1,203,5,0,1,77,133,
1073,0,1,203,5,0,1,78,123,
1074,1,1,203,3,0,1,87,,
1075,1,1,204,5,0,1,79,116,
1076,1,1,204,2,1,1,79,126,
1077,0,1,204,3,0,1,86,82,
1078,0,1,204,3,0,1,80,96,
1079,0,1,204,5,0,1,72,101,
1080,1,1,204,5,0,1,72,124,
1081,0,1,204,3,0,1,81,66,
1082,1,1,204,3,0,1,76,122,
1083,1,1,204,3,0,1,82,109,
1084,0,1,204,1,0,1,81,105,
1085,0,1,204,5,0,1,72,120,
1086,1,1,204,5,0,1,75,98,
1087,0,1,204,5,1,1,82,107,
1088,1,1,204,5,0,1,83,114,
1089,,1,402,,,,,,
1090,,1,1002,,,,,,
1,0,2,714,5,0,1,93,128,
2,0,2,714,12,0,10,97,,
3,0,2,715,5,0,1,90,116,
4,1,2,703,5,0,1,89,114,
5,1,2,816,5,0,1,91,121,
6,1,2,816,5,0,1,84,123,
7,1,2,817,5,0,1,92,123,
8,0,2,1109,5,0,1,88,107,
9,1,2,511,5,0,1,93,140,
10,0,2,516,5,0,1,87,110,
11,0,2,519,5,0,1,91,114,
12,1,2,711,5,0,1,94,128,
13,0,2,714,5,0,1,94,116,
14,1,2,703,5,0,1,89,128,
15,0,2,815,5,0,1,89,110,
16,0,2,815,5,0,1,90,125,
17,0,2,817,5,0,1,89,122,
18,1,2,1110,5,0,1,90,131,
19,1,2,511,5,0,1,93,137,
20,1,2,511,5,0,1,91,132,
21,1,2,516,5,1,1,85,116,
22,1,2,517,5,0,1,91,98,
23,0,2,517,5,1,1,94,125,
24,1,2,711,5,0,1,85,118,
25,1,2,714,5,0,1,97,105,
26,1,2,714,5,0,1,89,133,
27,1,2,714,5,0,1,83,,
28,1,2,715,5,0,1,92,126,
29,1,2,715,5,0,1,95,114,
30,0,2,703,5,0,1,93,114,
31,0,2,816,5,0,1,89,100,
32,0,2,1109,5,0,1,94,100,
33,1,2,511,14,0,1,86,142,
34,1,2,516,5,0,1,91,131,
35,1,2,711,5,0,1,88,126,
36,1,2,711,14,0,1,91,125,
37,0,2,711,15,0,1,95,87,
38,0,2,711,5,0,1,95,103,
39,1,2,715,5,0,1,87,133,
40,1,2,715,5,0,1,99,133,
41,1,2,703,5,0,1,91,103,
42,1,2,815,5,1,1,93,121,
43,0,2,816,5,0,1,86,136,
44,0,2,816,5,0,1,84,122,
45,1,2,817,5,0,1,89,107,
46,0,2,817,14,0,1,90,116,
47,0,2,1110,5,1,1,87,71,
48,1,2,1110,5,0,1,92,112,
49,0,2,511,5,1,1,84,132,
50,1,2,516,3,0,10,92,125,
51,1,2,516,5,0,1,89,125,
52,0,2,516,5,1,1,92,131,
53,0,2,711,5,0,1,87,105,
54,0,2,711,9,0,16,89,120,
55,1,2,714,5,0,1,84,130,
56,0,2,715,5,0,1,92,95,
57,0,2,715,5,0,1,87,97,
58,1,2,715,5,0,1,91,123,
59,0,2,703,5,0,1,90,98,
60,1,2,703,5,0,1,84,112,
61,0,2,816,5,0,1,89,126,
62,1,2,816,5,0,1,95,126,
63,0,2,817,5,0,1,92,100,
64,0,2,817,5,0,1,93,112,
65,1,2,817,3,0,1,94,110,
66,0,2,1109,5,0,11,93,103,
67,0,2,1109,5,0,1,88,122,
68,0,2,517,5,1,1,86,125,
69,0,2,517,5,0,1,85,126,
70,1,2,711,5,0,1,92,114,
71,0,2,715,5,0,1,93,90,
72,0,2,703,5,0,16,92,105,
73,1,2,703,5,0,1,85,112,
74,1,2,703,5,0,1,83,132,
75,1,2,816,5,0,1,96,125,
76,1,2,1109,16,1,1,91,120,
77,1,2,511,5,0,1,84,128,
78,1,2,516,5,0,1,86,110,
79,0,2,517,14,0,1,87,122,
80,0,2,517,5,0,1,87,97,
81,0,2,711,5,0,1,86,105,
82,0,2,714,9,0,1,84,,
83,1,2,715,5,0,1,92,116,
84,0,2,715,5,0,1,90,95,
85,0,2,703,5,0,1,84,126,
86,0,2,815,5,0,1,90,95,
87,1,2,816,5,0,1,90,110,
88,1,2,817,5,0,1,88,128,
89,0,2,1109,5,0,1,89,114,
90,0,2,1110,5,1,1,88,125,
91,0,2,511,5,0,1,84,123,
92,0,2,516,12,0,1,84,82,
93,0,2,516,5,0,1,86,120,
94,1,2,517,5,0,1,92,132,
95,1,2,519,5,0,1,88,122,
96,1,2,711,5,0,10,87,118,
97,0,2,714,5,0,16,94,98,
98,0,2,715,3,0,16,90,81,
99,0,2,703,5,0,1,92,121,
100,1,2,703,3,0,1,86,133,
101,0,2,815,3,0,1,94,,
102,1,2,816,5,0,1,103,,
103,0,2,1109,16,1,1,85,107,
104,1,2,1110,5,1,1,86,114,
105,0,2,511,5,1,1,92,118,
106,1,2,511,1,1,1,96,121,
107,0,2,517,14,0,13,92,118,
108,0,2,517,5,0,1,87,130,
109,1,2,517,5,0,1,92,114,
110,1,2,517,5,0,1,85,135,
111,0,2,711,5,0,1,100,107,
112,1,2,711,5,0,1,86,135,
113,0,2,703,3,0,1,83,109,
114,1,2,815,5,0,1,90,105,
115,0,2,816,5,0,1,86,112,
116,0,2,1109,14,0,1,94,84,
117,1,2,1109,5,1,1,96,101,
118,0,2,1110,3,0,1,94,105,
119,1,2,511,5,1,1,84,114,
120,0,2,516,5,0,1,93,103,
121,0,2,519,5,0,10,92,116,
122,0,2,711,1,1,1,91,120,
123,0,2,711,5,0,1,85,114,
124,1,2,714,5,0,1,94,116,
125,1,2,714,5,0,1,93,112,
126,1,2,715,5,0,16,97,98,
127,0,2,703,5,0,1,97,114,
128,1,2,703,3,0,1,89,138,
129,1,2,815,5,0,1,91,120,
130,0,2,815,5,0,1,89,82,
131,1,2,815,5,0,1,87,97,
132,1,2,815,5,1,1,91,103,
133,1,2,816,5,0,10,85,105,
134,1,2,1109,5,1,1,94,121,
135,0,2,1109,5,1,1,95,105,
136,1,2,1110,5,0,1,94,126,
137,0,2,1110,5,1,1,91,100,
138,0,2,1110,5,0,1,85,103,
139,0,2,511,5,0,1,86,82,
140,1,2,517,5,0,1,86,118,
141,0,2,711,5,0,1,93,110,
142,1,2,714,5,0,1,85,122,
143,0,2,715,5,0,1,93,107,
144,1,2,703,1,1,1,94,116,
145,1,2,703,5,0,16,92,129,
146,1,2,703,5,0,1,92,131,
147,0,2,816,5,1,1,91,128,
148,1,2,817,5,0,1,87,122,
149,1,2,1110,5,0,1,98,133,
150,0,2,1110,5,0,16,90,105,
151,1,2,516,5,0,1,93,125,
152,0,2,516,14,0,1,89,122,
153,0,2,517,1,0,1,85,110,
154,1,2,715,5,0,1,96,123,
155,1,2,715,5,0,1,86,112,
156,1,2,816,5,0,1,85,112,
157,1,2,817,6,1,1,93,134,
158,1,2,1109,5,0,1,87,120,
159,0,2,1109,5,0,11,100,105,
160,1,2,1109,5,1,1,86,103,
161,0,2,1110,5,1,1,90,116,
162,0,2,1110,5,0,1,88,112,
163,1,2,516,5,0,11,94,,
164,1,2,517,5,1,1,87,136,
165,1,2,519,5,0,1,85,120,
166,1,2,519,5,1,1,85,130,
167,0,2,714,5,0,1,91,135,
168,1,2,816,5,0,1,90,126,
169,1,2,1110,1,1,1,85,116,
170,0,2,1110,16,1,1,90,105,
171,0,2,516,5,0,1,94,107,
172,0,2,517,5,1,1,84,130,
173,0,2,715,5,0,1,95,118,
174,1,2,703,5,0,1,89,123,
175,1,2,815,5,0,10,89,140,
176,1,2,1109,5,1,1,91,103,
177,1,2,1110,5,0,1,86,114,
178,0,2,1110,3,0,1,99,,
179,0,2,511,5,0,1,91,87,
180,1,2,511,5,0,1,93,114,
181,1,2,516,5,0,1,89,122,
182,0,2,516,5,0,10,84,114,
183,1,2,516,5,0,8,105,94,
184,0,2,519,5,0,1,92,114,
185,1,2,519,5,0,1,85,114,
186,0,2,711,3,0,1,88,105,
187,0,2,711,5,0,1,92,123,
188,1,2,711,3,1,1,88,132,
189,1,2,715,5,0,1,88,116,
190,0,2,715,3,0,1,97,101,
191,0,2,703,3,0,1,83,135,
192,0,2,703,5,0,1,89,110,
193,0,2,815,5,1,1,92,118,
194,1,2,816,5,1,1,89,114,
195,1,2,816,3,0,1,95,114,
196,0,2,817,5,0,1,93,103,
197,0,2,1110,5,1,1,97,110,
198,0,2,511,5,1,1,85,126,
199,0,2,516,5,0,16,90,103,
200,1,2,519,5,1,1,87,128,
201,0,2,711,5,0,1,92,95,
